store_id,date,category,total_units_sold,active_product_count,data_version
S003,2023-03-10,Furniture,172,3,v1
S003,2023-03-10,Groceries,963,9,v1
S003,2023-03-10,Toys,230,2,v1
S003,2023-03-10,all,1758,19,v1
S003,2023-03-11,Clothing,155,2,v1
S003,2023-03-11,Electronics,315,3,v1
S003,2023-03-11,Furniture,140,3,v1
S003,2023-03-11,Groceries,858,9,v1
S003,2023-03-11,Toys,353,3,v1
S003,2023-03-11,all,1821,20,v1
S003,2023-03-12,Clothing,245,2,v1
S003,2023-03-12,Electronics,304,3,v1
S003,2023-03-12,Furniture,239,3,v1
S003,2023-03-12,Groceries,1166,9,v1
S003,2023-03-12,Toys,351,3,v1
S003,2023-03-12,all,2305,20,v1
S003,2023-03-13,Clothing,132,2,v1
S003,2023-03-13,Electronics,293,3,v1
S003,2023-03-13,Furniture,367,3,v1
S003,2023-03-13,Groceries,1019,9,v1
S003,2023-03-13,Toys,339,3,v1
S003,2023-03-13,all,2150,20,v1
S003,2023-03-14,Clothing,243,2,v1
S003,2023-03-14,Electronics,251,3,v1
S003,2023-03-14,Furniture,198,3,v1
S003,2023-03-14,Groceries,928,9,v1
S003,2023-03-14,Toys,321,3,v1
S003,2023-03-14,all,1941,20,v1
S003,2023-03-15,Clothing,242,2,v1
S003,2023-03-15,Electronics,283,3,v1
S003,2023-03-15,Furniture,307,3,v1
S003,2023-03-15,Groceries,930,9,v1
S003,2023-03-15,Toys,371,3,v1
S003,2023-03-15,all,2133,20,v1
S003,2023-03-16,Clothing,179,2,v1
S003,2023-03-16,Electronics,265,3,v1
S003,2023-03-16,Furniture,400,3,v1
S003,2023-03-16,Groceries,1165,9,v1
S003,2023-03-16,Toys,361,3,v1
S003,2023-03-16,all,2370,20,v1
S003,2023-03-17,Clothing,156,2,v1
S003,2023-03-17,Electronics,342,3,v1
S003,2023-03-17,Furniture,242,3,v1
S003,2023-03-17,Groceries,1117,9,v1
S003,2023-03-17,Toys,323,3,v1
S003,2023-03-17,all,2180,20,v1
S003,2023-03-18,Clothing,290,2,v1
S003,2023-03-18,Electronics,261,3,v1
S003,2023-03-18,Furniture,191,3,v1
S003,2023-03-18,Groceries,998,9,v1
S003,2023-03-18,Toys,249,3,v1
S003,2023-03-18,all,1989,20,v1
S003,2023-03-19,Clothing,133,2,v1
S003,2023-03-19,Electronics,257,3,v1
S003,2023-03-19,Furniture,150,3,v1
S003,2023-03-19,Groceries,911,9,v1
S003,2023-03-19,Toys,241,3,v1
S003,2023-03-19,all,1692,20,v1
S003,2023-03-20,Clothing,200,2,v1
S003,2023-03-20,Electronics,282,3,v1
S003,2023-03-20,Furniture,354,3,v1
S003,2023-03-20,Groceries,1042,9,v1
S003,2023-03-20,Toys,359,3,v1
S003,2023-03-20,all,2237,20,v1
S003,2023-03-21,Clothing,121,2,v1
S003,2023-03-21,Electronics,352,3,v1
S003,2023-03-21,Furniture,245,3,v1
S003,2023-03-21,Groceries,918,9,v1
S003,2023-03-21,Toys,302,3,v1
S003,2023-03-21,all,1938,20,v1
S003,2023-03-22,Clothing,201,2,v1
S003,2023-03-22,Electronics,312,3,v1
S003,2023-03-22,Furniture,212,3,v1
S003,2023-03-22,Groceries,963,9,v1
S003,2023-03-22,Toys,282,3,v1
S003,2023-03-22,all,1970,20,v1
S003,2023-03-23,Clothing,241,2,v1
S003,2023-03-23,Electronics,340,3,v1
S003,2023-03-23,Furniture,231,3,v1
S003,2023-03-23,Groceries,897,9,v1
S003,2023-03-23,Toys,322,3,v1
S003,2023-03-23,all,2031,20,v1
S003,2023-03-24,Clothing,106,2,v1
S003,2023-03-24,Electronics,324,3,v1
S003,2023-03-24,Furniture,257,3,v1
S003,2023-03-24,Groceries,764,9,v1
S003,2023-03-24,Toys,346,3,v1
S003,2023-03-24,all,1797,20,v1
S003,2023-03-25,Clothing,206,2,v1
S003,2023-03-25,Electronics,266,3,v1
S003,2023-03-25,Furniture,294,3,v1
S003,2023-03-25,Groceries,942,9,v1
S003,2023-03-25,Toys,174,3,v1
S003,2023-03-25,all,1882,20,v1
S003,2023-03-26,Clothing,134,2,v1
S003,2023-03-26,Electronics,277,3,v1
S003,2023-03-26,Furniture,195,3,v1
S003,2023-03-26,Groceries,840,9,v1
S003,2023-03-26,Toys,343,3,v1
S003,2023-03-26,all,1789,20,v1
S003,2023-03-27,Clothing,274,2,v1
S003,2023-03-27,Electronics,450,3,v1
S003,2023-03-27,Furniture,152,3,v1
S003,2023-03-27,Groceries,919,9,v1
S003,2023-03-27,Toys,327,3,v1
S003,2023-03-27,all,2122,20,v1
S003,2023-03-28,Clothing,72,2,v1
S003,2023-03-28,Electronics,230,3,v1
S003,2023-03-28,Furniture,160,3,v1
S003,2023-03-28,Groceries,1002,9,v1
S003,2023-03-28,Toys,315,3,v1
S003,2023-03-28,all,1779,20,v1
S003,2023-03-29,Clothing,244,2,v1
S003,2023-03-29,Electronics,295,3,v1
S003,2023-03-29,Furniture,204,3,v1
S003,2023-03-29,Groceries,1058,9,v1
S003,2023-03-29,Toys,324,3,v1
S003,2023-03-29,all,2125,20,v1
S003,2023-03-30,Clothing,170,2,v1
S003,2023-03-30,Electronics,309,3,v1
S003,2023-03-30,Furniture,135,3,v1
S003,2023-03-30,Groceries,839,9,v1
S003,2023-03-30,Toys,356,3,v1
S003,2023-03-30,all,1809,20,v1
S003,2023-03-31,Clothing,172,2,v1
S003,2023-03-31,Electronics,402,3,v1
S003,2023-03-31,Furniture,274,3,v1
S003,2023-03-31,Groceries,1016,9,v1
S003,2023-03-31,Toys,197,3,v1
S003,2023-03-31,all,2061,20,v1
S003,2023-04-01,Clothing,249,2,v1
S003,2023-04-01,Electronics,254,3,v1
S003,2023-04-01,Furniture,219,3,v1
S003,2023-04-01,Groceries,1101,9,v1
S003,2023-04-01,Toys,441,3,v1
S003,2023-04-01,all,2264,20,v1
S003,2023-04-02,Clothing,187,2,v1
S003,2023-04-02,Electronics,320,3,v1
S003,2023-04-02,Furniture,189,3,v1
S003,2023-04-02,Groceries,927,9,v1
S003,2023-04-02,Toys,322,3,v1
S003,2023-04-02,all,1945,20,v1
S003,2023-04-03,Clothing,230,2,v1
S003,2023-04-03,Electronics,256,3,v1
S003,2023-04-03,Furniture,191,3,v1
S003,2023-04-03,Groceries,1049,9,v1
S003,2023-04-03,Toys,387,3,v1
S003,2023-04-03,all,2113,20,v1
S003,2023-04-04,Clothing,158,2,v1
S003,2023-04-04,Electronics,394,3,v1
S003,2023-04-04,Furniture,207,3,v1
S003,2023-04-04,Groceries,931,9,v1
S003,2023-04-04,Toys,279,2,v1
S003,2023-04-04,all,1969,19,v1
S003,2023-04-05,Clothing,198,2,v1
S003,2023-04-05,Electronics,159,2,v1
S003,2023-04-05,Furniture,219,3,v1
S003,2023-04-05,Groceries,880,9,v1
S003,2023-04-05,Toys,325,2,v1
S003,2023-04-05,all,1781,18,v1
S003,2023-04-06,Clothing,108,2,v1
S003,2023-04-06,Electronics,259,3,v1
S003,2023-04-06,Furniture,142,3,v1
S003,2023-04-06,Groceries,968,9,v1
S003,2023-04-06,Toys,345,3,v1
S003,2023-04-06,all,1822,20,v1
S003,2023-04-07,Clothing,154,2,v1
S003,2023-04-07,Electronics,262,3,v1
S003,2023-04-07,Furniture,158,3,v1
S003,2023-04-07,Groceries,1077,9,v1
S003,2023-04-07,Toys,329,3,v1
S003,2023-04-07,all,1980,20,v1
S003,2023-04-08,Clothing,312,2,v1
S003,2023-04-08,Electronics,413,3,v1
S003,2023-04-08,Furniture,201,3,v1
S003,2023-04-08,Groceries,981,9,v1
S003,2023-04-08,Toys,258,3,v1
S003,2023-04-08,all,2165,20,v1
S003,2023-04-09,Clothing,77,1,v1
S003,2023-04-09,Electronics,228,3,v1
S003,2023-04-09,Furniture,245,3,v1
S003,2023-04-09,Groceries,714,9,v1
S003,2023-04-09,Toys,269,3,v1
S003,2023-04-09,all,1533,19,v1
S003,2023-04-10,Clothing,265,2,v1
S003,2023-04-10,Electronics,356,3,v1
S003,2023-04-10,Furniture,285,3,v1
S003,2023-04-10,Groceries,1062,9,v1
S003,2023-04-10,Toys,438,3,v1
S003,2023-04-10,all,2406,20,v1
S003,2023-04-11,Clothing,174,2,v1
S003,2023-04-11,Electronics,205,3,v1
S003,2023-04-11,Furniture,207,3,v1
S003,2023-04-11,Groceries,1143,9,v1
S003,2023-04-11,Toys,271,3,v1
S003,2023-04-11,all,2000,20,v1
S003,2023-04-12,Clothing,108,2,v1
S003,2023-04-12,Electronics,139,3,v1
S003,2023-04-12,Furniture,70,3,v1
S003,2023-04-12,Groceries,567,8,v1
S003,2023-04-12,Toys,47,3,v1
S003,2023-04-12,all,931,19,v1
S003,2023-04-13,Clothing,199,2,v1
S003,2023-04-13,Electronics,193,3,v1
S003,2023-04-13,Furniture,134,3,v1
S003,2023-04-13,Groceries,554,9,v1
S003,2023-04-13,Toys,168,3,v1
S003,2023-04-13,all,1248,20,v1
S003,2023-04-14,Clothing,240,2,v1
S003,2023-04-14,Electronics,112,3,v1
S003,2023-04-14,Furniture,102,3,v1
S003,2023-04-14,Groceries,506,9,v1
S003,2023-04-14,Toys,56,3,v1
S003,2023-04-14,all,1016,20,v1
S003,2023-04-15,Clothing,231,2,v1
S003,2023-04-15,Electronics,243,3,v1
S003,2023-04-15,Furniture,84,3,v1
S003,2023-04-15,Groceries,520,9,v1
S003,2023-04-15,Toys,192,3,v1
S003,2023-04-15,all,1270,20,v1
S003,2023-04-16,Clothing,163,2,v1
S003,2023-04-16,Electronics,195,3,v1
S003,2023-04-16,Furniture,128,3,v1
S003,2023-04-16,Groceries,631,9,v1
S003,2023-04-16,Toys,129,3,v1
S003,2023-04-16,all,1246,20,v1
S003,2023-04-17,Clothing,111,2,v1
S003,2023-04-17,Electronics,166,3,v1
S003,2023-04-17,Furniture,93,3,v1
S003,2023-04-17,Groceries,779,9,v1
S003,2023-04-17,Toys,93,3,v1
S003,2023-04-17,all,1242,20,v1
S003,2023-04-18,Clothing,170,2,v1
S003,2023-04-18,Electronics,184,3,v1
S003,2023-04-18,Furniture,141,3,v1
S003,2023-04-18,Groceries,674,9,v1
S003,2023-04-18,Toys,46,3,v1
S003,2023-04-18,all,1215,20,v1
S003,2023-04-19,Clothing,211,2,v1
S003,2023-04-19,Electronics,208,3,v1
S003,2023-04-19,Furniture,89,3,v1
S003,2023-04-19,Groceries,627,9,v1
S003,2023-04-19,Toys,63,3,v1
S003,2023-04-19,all,1198,20,v1
S003,2023-04-20,Clothing,221,2,v1
S003,2023-04-20,Electronics,166,3,v1
S003,2023-04-20,Furniture,85,3,v1
S003,2023-04-20,Groceries,716,9,v1
S003,2023-04-20,Toys,51,3,v1
S003,2023-04-20,all,1239,20,v1
S003,2023-04-21,Clothing,158,2,v1
S003,2023-04-21,Electronics,314,3,v1
S003,2023-04-21,Furniture,85,3,v1
S003,2023-04-21,Groceries,529,9,v1
S003,2023-04-21,Toys,91,3,v1
S003,2023-04-21,all,1177,20,v1
S003,2023-04-22,Clothing,242,2,v1
S003,2023-04-22,Electronics,168,3,v1
S003,2023-04-22,Furniture,129,3,v1
S003,2023-04-22,Groceries,499,9,v1
S003,2023-04-22,Toys,67,3,v1
S003,2023-04-22,all,1105,20,v1
S003,2023-04-23,Clothing,124,2,v1
S003,2023-04-23,Electronics,101,3,v1
S003,2023-04-23,Furniture,95,3,v1
S003,2023-04-23,Groceries,702,9,v1
S003,2023-04-23,Toys,130,3,v1
S003,2023-04-23,all,1152,20,v1
S003,2023-04-24,Clothing,203,2,v1
S003,2023-04-24,Electronics,184,3,v1
S003,2023-04-24,Furniture,55,3,v1
S003,2023-04-24,Groceries,638,9,v1
S003,2023-04-24,Toys,116,3,v1
S003,2023-04-24,all,1196,20,v1
S003,2023-04-25,Clothing,115,2,v1
S003,2023-04-25,Electronics,182,3,v1
S003,2023-04-25,Furniture,80,3,v1
S003,2023-04-25,Groceries,647,9,v1
S003,2023-04-25,Toys,177,3,v1
S003,2023-04-25,all,1201,20,v1
S003,2023-04-26,Clothing,152,2,v1
S003,2023-04-26,Electronics,103,3,v1
S003,2023-04-26,Furniture,88,3,v1
S003,2023-04-26,Groceries,668,9,v1
S003,2023-04-26,Toys,81,3,v1
S003,2023-04-26,all,1092,20,v1
S003,2023-04-27,Clothing,194,2,v1
S003,2023-04-27,Electronics,129,3,v1
S003,2023-04-27,Furniture,118,3,v1
S003,2023-04-27,Groceries,522,9,v1
S003,2023-04-27,Toys,51,3,v1
S003,2023-04-27,all,1014,20,v1
S003,2023-04-28,Clothing,219,2,v1
S003,2023-04-28,Electronics,185,3,v1
S003,2023-04-28,Furniture,73,3,v1
S003,2023-04-28,Groceries,495,9,v1
S003,2023-04-28,Toys,156,3,v1
S003,2023-04-28,all,1128,20,v1
S003,2023-04-29,Clothing,264,2,v1
S003,2023-04-29,Electronics,183,3,v1
S003,2023-04-29,Furniture,68,3,v1
S003,2023-04-29,Groceries,593,9,v1
S003,2023-04-29,Toys,220,3,v1
S003,2023-04-29,all,1328,20,v1
S003,2023-04-30,Clothing,81,2,v1
S003,2023-04-30,Electronics,94,3,v1
S003,2023-04-30,Furniture,72,3,v1
S003,2023-04-30,Groceries,584,9,v1
S003,2023-04-30,Toys,65,3,v1
S003,2023-04-30,all,896,20,v1
S003,2023-05-01,Clothing,182,2,v1
S003,2023-05-01,Electronics,134,3,v1
S003,2023-05-01,Furniture,77,3,v1
S003,2023-05-01,Groceries,558,9,v1
S003,2023-05-01,Toys,98,3,v1
S003,2023-05-01,all,1049,20,v1
S003,2023-05-02,Clothing,176,2,v1
S003,2023-05-02,Electronics,73,3,v1
S003,2023-05-02,Furniture,90,3,v1
S003,2023-05-02,Groceries,755,9,v1
S003,2023-05-02,Toys,133,3,v1
S003,2023-05-02,all,1227,20,v1
S003,2023-05-03,Clothing,215,2,v1
S003,2023-05-03,Electronics,131,3,v1
S003,2023-05-03,Furniture,100,3,v1
S003,2023-05-03,Groceries,770,9,v1
S003,2023-05-03,Toys,101,3,v1
S003,2023-05-03,all,1317,20,v1
S003,2023-05-04,Clothing,239,2,v1
S003,2023-05-04,Electronics,219,3,v1
S003,2023-05-04,Furniture,75,3,v1
S003,2023-05-04,Groceries,488,9,v1
S003,2023-05-04,Toys,130,3,v1
S003,2023-05-04,all,1151,20,v1
S003,2023-05-05,Clothing,203,2,v1
S003,2023-05-05,Electronics,102,3,v1
S003,2023-05-05,Furniture,78,3,v1
S003,2023-05-05,Groceries,623,9,v1
S003,2023-05-05,Toys,137,3,v1
S003,2023-05-05,all,1143,20,v1
S003,2023-05-06,Clothing,145,2,v1
S003,2023-05-06,Electronics,131,3,v1
S003,2023-05-06,Furniture,96,3,v1
S003,2023-05-06,Groceries,691,9,v1
S003,2023-05-06,Toys,122,3,v1
S003,2023-05-06,all,1185,20,v1
S003,2023-05-07,Clothing,136,2,v1
S003,2023-05-07,Electronics,207,3,v1
S003,2023-05-07,Furniture,105,3,v1
S003,2023-05-07,Groceries,574,9,v1
S003,2023-05-07,Toys,110,3,v1
S003,2023-05-07,all,1132,20,v1
S003,2023-05-08,Clothing,244,2,v1
S003,2023-05-08,Electronics,216,3,v1
S003,2023-05-08,Furniture,95,3,v1
S003,2023-05-08,Groceries,708,9,v1
S003,2023-05-08,Toys,173,3,v1
S003,2023-05-08,all,1436,20,v1
S003,2023-05-09,Clothing,166,2,v1
S003,2023-05-09,Electronics,197,3,v1
S003,2023-05-09,Furniture,81,3,v1
S003,2023-05-09,Groceries,586,9,v1
S003,2023-05-09,Toys,61,3,v1
S003,2023-05-09,all,1091,20,v1
S003,2023-05-10,Clothing,118,2,v1
S003,2023-05-10,Electronics,213,3,v1
S003,2023-05-10,Furniture,108,3,v1
S003,2023-05-10,Groceries,569,9,v1
S003,2023-05-10,Toys,145,3,v1
S003,2023-05-10,all,1153,20,v1
S003,2023-05-11,Clothing,105,2,v1
S003,2023-05-11,Electronics,221,3,v1
S003,2023-05-11,Furniture,166,3,v1
S003,2023-05-11,Groceries,857,9,v1
S003,2023-05-11,Toys,153,3,v1
S003,2023-05-11,all,1502,20,v1
S003,2023-05-12,Clothing,241,2,v1
S003,2023-05-12,Electronics,126,2,v1
S003,2023-05-12,Furniture,99,3,v1
S003,2023-05-12,Groceries,708,9,v1
S003,2023-05-12,Toys,102,3,v1
S003,2023-05-12,all,1276,19,v1
S003,2023-05-13,Clothing,137,2,v1
S003,2023-05-13,Electronics,323,3,v1
S003,2023-05-13,Furniture,136,3,v1
S003,2023-05-13,Groceries,953,9,v1
S003,2023-05-13,Toys,210,3,v1
S003,2023-05-13,all,1759,20,v1
S003,2023-05-14,Clothing,279,2,v1
S003,2023-05-14,Electronics,268,2,v1
S003,2023-05-14,Furniture,143,3,v1
S003,2023-05-14,Groceries,782,9,v1
S003,2023-05-14,Toys,262,3,v1
S003,2023-05-14,all,1734,19,v1
S003,2023-05-15,Clothing,181,2,v1
S003,2023-05-15,Electronics,251,3,v1
S003,2023-05-15,Furniture,250,3,v1
S003,2023-05-15,Groceries,943,8,v1
S003,2023-05-15,Toys,375,3,v1
S003,2023-05-15,all,2000,19,v1
S003,2023-05-16,Clothing,109,2,v1
S003,2023-05-16,Electronics,272,3,v1
S003,2023-05-16,Furniture,188,3,v1
S003,2023-05-16,Groceries,928,9,v1
S003,2023-05-16,Toys,298,3,v1
S003,2023-05-16,all,1795,20,v1
S003,2023-05-17,Clothing,159,2,v1
S003,2023-05-17,Electronics,350,3,v1
S003,2023-05-17,Furniture,414,3,v1
S003,2023-05-17,Groceries,1110,9,v1
S003,2023-05-17,Toys,386,3,v1
S003,2023-05-17,all,2419,20,v1
S003,2023-05-18,Clothing,135,2,v1
S003,2023-05-18,Electronics,326,3,v1
S003,2023-05-18,Furniture,183,2,v1
S003,2023-05-18,Groceries,718,9,v1
S003,2023-05-18,Toys,252,3,v1
S003,2023-05-18,all,1614,19,v1
S003,2023-05-19,Clothing,259,2,v1
S003,2023-05-19,Electronics,281,3,v1
S003,2023-05-19,Furniture,315,3,v1
S003,2023-05-19,Groceries,971,9,v1
S003,2023-05-19,Toys,450,3,v1
S003,2023-05-19,all,2276,20,v1
S003,2023-05-20,Clothing,112,2,v1
S003,2023-05-20,Electronics,324,3,v1
S003,2023-05-20,Furniture,189,3,v1
S003,2023-05-20,Groceries,876,9,v1
S003,2023-05-20,Toys,204,3,v1
S003,2023-05-20,all,1705,20,v1
S003,2023-05-21,Clothing,160,2,v1
S003,2023-05-21,Electronics,422,3,v1
S003,2023-05-21,Furniture,304,3,v1
S003,2023-05-21,Groceries,980,9,v1
S003,2023-05-21,Toys,441,3,v1
S003,2023-05-21,all,2307,20,v1
S003,2023-05-22,Clothing,154,2,v1
S003,2023-05-22,Electronics,257,3,v1
S003,2023-05-22,Furniture,190,3,v1
S003,2023-05-22,Groceries,962,8,v1
S003,2023-05-22,Toys,297,3,v1
S003,2023-05-22,all,1860,19,v1
S003,2023-05-23,Clothing,94,2,v1
S003,2023-05-23,Electronics,194,3,v1
S003,2023-05-23,Furniture,179,3,v1
S003,2023-05-23,Groceries,890,9,v1
S003,2023-05-23,Toys,403,3,v1
S003,2023-05-23,all,1760,20,v1
S003,2023-05-24,Clothing,114,2,v1
S003,2023-05-24,Electronics,260,3,v1
S003,2023-05-24,Furniture,168,3,v1
S003,2023-05-24,Groceries,756,9,v1
S003,2023-05-24,Toys,144,3,v1
S003,2023-05-24,all,1442,20,v1
S003,2023-05-25,Clothing,174,2,v1
S003,2023-05-25,Electronics,411,3,v1
S003,2023-05-25,Furniture,240,3,v1
S003,2023-05-25,Groceries,1005,9,v1
S003,2023-05-25,Toys,260,3,v1
S003,2023-05-25,all,2090,20,v1
S003,2023-05-26,Clothing,172,2,v1
S003,2023-05-26,Electronics,512,3,v1
S003,2023-05-26,Furniture,228,3,v1
S003,2023-05-26,Groceries,902,9,v1
S003,2023-05-26,Toys,338,3,v1
S003,2023-05-26,all,2152,20,v1
S003,2023-05-27,Clothing,116,2,v1
S003,2023-05-27,Electronics,281,3,v1
S003,2023-05-27,Furniture,285,3,v1
S003,2023-05-27,Groceries,679,9,v1
S003,2023-05-27,Toys,312,3,v1
S003,2023-05-27,all,1673,20,v1
S003,2023-05-28,Clothing,68,2,v1
S003,2023-05-28,Electronics,356,3,v1
S003,2023-05-28,Furniture,145,3,v1
S003,2023-05-28,Groceries,925,9,v1
S003,2023-05-28,Toys,325,3,v1
S003,2023-05-28,all,1819,20,v1
S003,2023-05-29,Clothing,241,2,v1
S003,2023-05-29,Electronics,386,3,v1
S003,2023-05-29,Furniture,201,3,v1
S003,2023-05-29,Groceries,828,9,v1
S003,2023-05-29,Toys,234,3,v1
S003,2023-05-29,all,1890,20,v1
S003,2023-05-30,Clothing,184,2,v1
S003,2023-05-30,Electronics,291,3,v1
S003,2023-05-30,Furniture,202,3,v1
S003,2023-05-30,Groceries,726,9,v1
S003,2023-05-30,Toys,212,3,v1
S003,2023-05-30,all,1615,20,v1
S003,2023-05-31,Clothing,163,2,v1
S003,2023-05-31,Electronics,273,3,v1
S003,2023-05-31,Furniture,205,3,v1
S003,2023-05-31,Groceries,835,9,v1
S003,2023-05-31,Toys,331,3,v1
S003,2023-05-31,all,1807,20,v1
S003,2023-06-01,Clothing,128,2,v1
S003,2023-06-01,Electronics,322,3,v1
S003,2023-06-01,Furniture,143,3,v1
S003,2023-06-01,Groceries,963,9,v1
S003,2023-06-01,Toys,258,3,v1
S003,2023-06-01,all,1814,20,v1
S003,2023-06-02,Clothing,210,2,v1
S003,2023-06-02,Electronics,268,3,v1
S003,2023-06-02,Furniture,198,3,v1
S003,2023-06-02,Groceries,762,9,v1
S003,2023-06-02,Toys,223,3,v1
S003,2023-06-02,all,1661,20,v1
S003,2023-06-03,Clothing,246,2,v1
S003,2023-06-03,Electronics,345,3,v1
S003,2023-06-03,Furniture,150,3,v1
S003,2023-06-03,Groceries,1482,9,v1
S003,2023-06-03,Toys,234,3,v1
S003,2023-06-03,all,2457,20,v1
S003,2023-06-04,Clothing,118,1,v1
S003,2023-06-04,Electronics,255,3,v1
S003,2023-06-04,Furniture,191,3,v1
S003,2023-06-04,Groceries,1132,9,v1
S003,2023-06-04,Toys,308,3,v1
S003,2023-06-04,all,2004,19,v1
S003,2023-06-05,Clothing,187,2,v1
S003,2023-06-05,Electronics,282,3,v1
S003,2023-06-05,Furniture,324,3,v1
S003,2023-06-05,Groceries,1189,9,v1
S003,2023-06-05,Toys,290,3,v1
S003,2023-06-05,all,2272,20,v1
S003,2023-06-06,Clothing,216,2,v1
S003,2023-06-06,Electronics,282,3,v1
S003,2023-06-06,Furniture,257,3,v1
S003,2023-06-06,Groceries,1023,8,v1
S003,2023-06-06,Toys,272,3,v1
S003,2023-06-06,all,2050,19,v1
S003,2023-06-07,Clothing,333,2,v1
S003,2023-06-07,Electronics,498,3,v1
S003,2023-06-07,Furniture,249,3,v1
S003,2023-06-07,Groceries,1190,9,v1
S003,2023-06-07,Toys,377,3,v1
S003,2023-06-07,all,2647,20,v1
S003,2023-06-08,Clothing,77,1,v1
S003,2023-06-08,Electronics,286,3,v1
S003,2023-06-08,Furniture,176,3,v1
S003,2023-06-08,Groceries,927,9,v1
S003,2023-06-08,Toys,254,3,v1
S003,2023-06-08,all,1720,19,v1
S003,2023-06-09,Clothing,198,2,v1
S003,2023-06-09,Electronics,390,3,v1
S003,2023-06-09,Furniture,174,3,v1
S003,2023-06-09,Groceries,1100,9,v1
S003,2023-06-09,Toys,308,3,v1
S003,2023-06-09,all,2170,20,v1
S003,2023-06-10,Clothing,116,2,v1
S003,2023-06-10,Electronics,220,3,v1
S003,2023-06-10,Furniture,234,3,v1
S003,2023-06-10,Groceries,1039,9,v1
S003,2023-06-10,Toys,257,3,v1
S003,2023-06-10,all,1866,20,v1
S003,2023-06-11,Clothing,227,2,v1
S003,2023-06-11,Electronics,493,3,v1
S003,2023-06-11,Furniture,317,3,v1
S003,2023-06-11,Groceries,1280,9,v1
S003,2023-06-11,Toys,384,3,v1
S003,2023-06-11,all,2701,20,v1
S003,2023-06-12,Clothing,99,2,v1
S003,2023-06-12,Electronics,188,3,v1
S003,2023-06-12,Furniture,186,3,v1
S003,2023-06-12,Groceries,1059,9,v1
S003,2023-06-12,Toys,271,3,v1
S003,2023-06-12,all,1803,20,v1
S003,2023-06-13,Clothing,117,2,v1
S003,2023-06-13,Electronics,243,3,v1
S003,2023-06-13,Furniture,147,3,v1
S003,2023-06-13,Groceries,1172,9,v1
S003,2023-06-13,Toys,204,3,v1
S003,2023-06-13,all,1883,20,v1
S003,2023-06-14,Clothing,192,2,v1
S003,2023-06-14,Electronics,209,3,v1
S003,2023-06-14,Furniture,145,3,v1
S003,2023-06-14,Groceries,746,9,v1
S003,2023-06-14,Toys,245,3,v1
S003,2023-06-14,all,1537,20,v1
S003,2023-06-15,Clothing,254,2,v1
S003,2023-06-15,Electronics,221,3,v1
S003,2023-06-15,Furniture,183,3,v1
S003,2023-06-15,Groceries,1119,9,v1
S003,2023-06-15,Toys,156,3,v1
S003,2023-06-15,all,1933,20,v1
S003,2023-06-16,Clothing,221,2,v1
S003,2023-06-16,Electronics,347,3,v1
S003,2023-06-16,Furniture,363,3,v1
S003,2023-06-16,Groceries,1513,9,v1
S003,2023-06-16,Toys,428,3,v1
S003,2023-06-16,all,2872,20,v1
S003,2023-06-17,Clothing,128,2,v1
S003,2023-06-17,Electronics,311,3,v1
S003,2023-06-17,Furniture,141,3,v1
S003,2023-06-17,Groceries,1063,9,v1
S003,2023-06-17,Toys,214,3,v1
S003,2023-06-17,all,1857,20,v1
S003,2023-06-18,Clothing,126,2,v1
S003,2023-06-18,Electronics,261,3,v1
S003,2023-06-18,Furniture,210,3,v1
S003,2023-06-18,Groceries,961,9,v1
S003,2023-06-18,Toys,281,3,v1
S003,2023-06-18,all,1839,20,v1
S003,2023-06-19,Clothing,189,2,v1
S003,2023-06-19,Electronics,253,3,v1
S003,2023-06-19,Furniture,252,3,v1
S003,2023-06-19,Groceries,1093,9,v1
S003,2023-06-19,Toys,265,3,v1
S003,2023-06-19,all,2052,20,v1
S003,2023-06-20,Clothing,253,2,v1
S003,2023-06-20,Electronics,330,3,v1
S003,2023-06-20,Furniture,185,3,v1
S003,2023-06-20,Groceries,1488,9,v1
S003,2023-06-20,Toys,356,3,v1
S003,2023-06-20,all,2612,20,v1
S003,2023-06-21,Clothing,121,2,v1
S003,2023-06-21,Electronics,314,3,v1
S003,2023-06-21,Furniture,205,3,v1
S003,2023-06-21,Groceries,980,9,v1
S003,2023-06-21,Toys,202,3,v1
S003,2023-06-21,all,1822,20,v1
S003,2023-06-22,Clothing,116,1,v1
S003,2023-06-22,Electronics,392,3,v1
S003,2023-06-22,Furniture,252,3,v1
S003,2023-06-22,Groceries,878,9,v1
S003,2023-06-22,Toys,272,3,v1
S003,2023-06-22,all,1910,19,v1
S003,2023-06-23,Clothing,232,2,v1
S003,2023-06-23,Electronics,172,3,v1
S003,2023-06-23,Furniture,214,3,v1
S003,2023-06-23,Groceries,1225,9,v1
S003,2023-06-23,Toys,235,3,v1
S003,2023-06-23,all,2078,20,v1
S003,2023-06-24,Clothing,198,2,v1
S003,2023-06-24,Electronics,262,3,v1
S003,2023-06-24,Furniture,198,3,v1
S003,2023-06-24,Groceries,1045,9,v1
S003,2023-06-24,Toys,357,3,v1
S003,2023-06-24,all,2060,20,v1
S003,2023-06-25,Clothing,95,2,v1
S003,2023-06-25,Electronics,493,3,v1
S003,2023-06-25,Furniture,133,3,v1
S003,2023-06-25,Groceries,1431,9,v1
S003,2023-06-25,Toys,329,3,v1
S003,2023-06-25,all,2481,20,v1
S003,2023-06-26,Clothing,147,2,v1
S003,2023-06-26,Electronics,214,3,v1
