date,store_id,product_id,category,opening_inventory,units_sold,units_ordered,closing_inventory,is_observed,data_version
2022-08-26,S003,P0007,Groceries,1051,103,0,948,True,v1
2022-08-27,S003,P0007,Groceries,948,106,0,842,True,v1
2022-08-28,S003,P0007,Groceries,842,151,0,691,True,v1
2022-08-29,S003,P0007,Groceries,691,176,733,515,True,v1
2022-08-30,S003,P0007,Groceries,515,211,0,304,True,v1
2022-08-31,S003,P0007,Groceries,304,216,0,88,True,v1
2022-09-01,S003,P0007,Groceries,88,68,0,20,True,v1
2022-09-02,S003,P0007,Groceries,753,143,680,610,True,v1
2022-09-03,S003,P0007,Groceries,610,203,0,407,True,v1
2022-09-04,S003,P0007,Groceries,407,156,0,251,True,v1
2022-09-05,S003,P0007,Groceries,251,127,0,124,True,v1
2022-09-06,S003,P0007,Groceries,804,72,0,732,True,v1
2022-09-07,S003,P0007,Groceries,732,190,641,542,True,v1
2022-09-08,S003,P0007,Groceries,542,150,0,392,True,v1
2022-09-09,S003,P0007,Groceries,392,117,0,275,True,v1
2022-09-10,S003,P0007,Groceries,275,69,0,206,True,v1
2022-09-11,S003,P0007,Groceries,847,90,0,757,True,v1
2022-09-12,S003,P0007,Groceries,757,163,622,594,True,v1
2022-09-13,S003,P0007,Groceries,594,121,0,473,True,v1
2022-09-14,S003,P0007,Groceries,473,97,0,376,True,v1
2022-09-15,S003,P0007,Groceries,376,109,0,267,True,v1
2022-09-16,S003,P0007,Groceries,889,241,677,648,True,v1
2022-09-17,S003,P0007,Groceries,648,115,0,533,True,v1
2022-09-18,S003,P0007,Groceries,533,173,0,360,True,v1
2022-09-19,S003,P0007,Groceries,360,128,0,232,True,v1
2022-09-20,S003,P0007,Groceries,909,107,0,802,True,v1
2022-09-21,S003,P0007,Groceries,802,71,0,731,True,v1
2022-09-22,S003,P0007,Groceries,731,139,0,592,True,v1
2022-09-23,S003,P0007,Groceries,592,141,613,451,True,v1
2022-09-24,S003,P0007,Groceries,451,83,0,368,True,v1
2022-09-25,S003,P0007,Groceries,368,37,0,331,True,v1
2022-09-26,S003,P0007,Groceries,331,83,0,248,True,v1
2022-09-27,S003,P0007,Groceries,861,102,0,759,True,v1
2022-09-28,S003,P0007,Groceries,759,112,0,647,True,v1
2022-09-29,S003,P0007,Groceries,647,73,0,574,True,v1
2022-09-30,S003,P0007,Groceries,574,182,710,392,True,v1
2022-10-01,S003,P0007,Groceries,392,102,0,290,True,v1
2022-10-02,S003,P0007,Groceries,290,63,0,227,True,v1
2022-10-03,S003,P0007,Groceries,227,103,0,124,True,v1
2022-10-04,S003,P0007,Groceries,834,141,810,693,True,v1
2022-10-05,S003,P0007,Groceries,693,80,0,613,True,v1
2022-10-06,S003,P0007,Groceries,613,152,0,461,True,v1
2022-10-07,S003,P0007,Groceries,461,98,0,363,True,v1
2022-10-08,S003,P0007,Groceries,1173,176,0,997,True,v1
2022-10-09,S003,P0007,Groceries,997,99,0,898,True,v1
2022-10-10,S003,P0007,Groceries,898,91,0,807,True,v1
2022-10-11,S003,P0007,Groceries,807,121,0,686,True,v1
2022-10-12,S003,P0007,Groceries,686,162,783,524,True,v1
2022-10-13,S003,P0007,Groceries,524,64,0,460,True,v1
2022-10-14,S003,P0007,Groceries,460,97,0,363,True,v1
2022-10-15,S003,P0007,Groceries,363,83,0,280,True,v1
2022-10-16,S003,P0007,Groceries,1063,162,0,901,True,v1
2022-10-17,S003,P0007,Groceries,901,130,0,771,True,v1
2022-10-18,S003,P0007,Groceries,771,165,0,606,True,v1
2022-10-19,S003,P0007,Groceries,606,34,0,572,True,v1
2022-10-20,S003,P0007,Groceries,572,116,0,456,True,v1
2022-10-21,S003,P0007,Groceries,456,75,0,381,True,v1
2022-10-22,S003,P0007,Groceries,381,72,333,309,True,v1
2022-10-23,S003,P0007,Groceries,309,131,0,178,True,v1
2022-10-24,S003,P0007,Groceries,178,118,401,60,True,v1
2022-10-25,S003,P0007,Groceries,60,60,0,0,True,v1
2022-10-26,S003,P0007,Groceries,333,82,0,251,True,v1
2022-10-27,S003,P0007,Groceries,251,93,0,158,True,v1
2022-10-28,S003,P0007,Groceries,559,114,510,445,True,v1
2022-10-29,S003,P0007,Groceries,445,69,0,376,True,v1
2022-10-30,S003,P0007,Groceries,376,105,0,271,True,v1
2022-10-31,S003,P0007,Groceries,271,117,0,154,True,v1
2022-11-01,S003,P0007,Groceries,664,98,0,566,True,v1
2022-11-02,S003,P0007,Groceries,566,134,446,432,True,v1
2022-11-03,S003,P0007,Groceries,432,46,0,386,True,v1
2022-11-04,S003,P0007,Groceries,386,125,0,261,True,v1
2022-11-05,S003,P0007,Groceries,261,96,0,165,True,v1
2022-11-06,S003,P0007,Groceries,611,176,632,435,True,v1
2022-11-07,S003,P0007,Groceries,435,49,0,386,True,v1
2022-11-08,S003,P0007,Groceries,386,145,0,241,True,v1
2022-11-09,S003,P0007,Groceries,241,58,0,183,True,v1
2022-11-10,S003,P0007,Groceries,815,47,0,768,True,v1
2022-11-11,S003,P0007,Groceries,768,162,0,606,True,v1
2022-11-12,S003,P0007,Groceries,606,99,0,507,True,v1
2022-11-13,S003,P0007,Groceries,507,115,588,392,True,v1
2022-11-14,S003,P0007,Groceries,392,53,0,339,True,v1
2022-11-15,S003,P0007,Groceries,339,109,0,230,True,v1
2022-11-16,S003,P0007,Groceries,230,112,0,118,True,v1
2022-11-17,S003,P0007,Groceries,706,188,817,518,True,v1
2022-11-18,S003,P0007,Groceries,518,65,0,453,True,v1
2022-11-19,S003,P0007,Groceries,453,160,0,293,True,v1
2022-11-20,S003,P0007,Groceries,293,222,0,71,True,v1
2022-11-21,S003,P0007,Groceries,888,102,0,786,True,v1
2022-11-22,S003,P0007,Groceries,786,151,1029,635,True,v1
2022-11-23,S003,P0007,Groceries,635,81,0,554,True,v1
2022-11-24,S003,P0007,Groceries,554,123,0,431,True,v1
2022-11-25,S003,P0007,Groceries,431,63,0,368,True,v1
2022-11-26,S003,P0007,Groceries,1397,302,0,1095,True,v1
2022-11-27,S003,P0007,Groceries,1095,89,0,1006,True,v1
2022-11-28,S003,P0007,Groceries,1006,153,0,853,True,v1
2022-11-29,S003,P0007,Groceries,853,125,0,728,True,v1
2022-11-30,S003,P0007,Groceries,728,67,0,661,True,v1
2022-12-01,S003,P0007,Groceries,661,160,0,501,True,v1
2022-12-02,S003,P0007,Groceries,501,128,672,373,True,v1
2022-12-03,S003,P0007,Groceries,373,25,0,348,True,v1
2022-12-04,S003,P0007,Groceries,348,149,0,199,True,v1
2022-12-05,S003,P0007,Groceries,199,106,0,93,True,v1
2022-12-06,S003,P0007,Groceries,765,137,0,628,True,v1
2022-12-07,S003,P0007,Groceries,628,145,604,483,True,v1
2022-12-08,S003,P0007,Groceries,483,103,0,380,True,v1
2022-12-09,S003,P0007,Groceries,380,88,0,292,True,v1
2022-12-10,S003,P0007,Groceries,292,50,0,242,True,v1
2022-12-11,S003,P0007,Groceries,846,144,0,702,True,v1
2022-12-12,S003,P0007,Groceries,702,105,526,597,True,v1
2022-12-13,S003,P0007,Groceries,597,67,0,530,True,v1
2022-12-14,S003,P0007,Groceries,530,180,0,350,True,v1
2022-12-15,S003,P0007,Groceries,350,98,0,252,True,v1
2022-12-16,S003,P0007,Groceries,778,133,0,645,True,v1
2022-12-17,S003,P0007,Groceries,645,185,552,460,True,v1
2022-12-18,S003,P0007,Groceries,460,216,0,244,True,v1
2022-12-19,S003,P0007,Groceries,244,123,0,121,True,v1
2022-12-20,S003,P0007,Groceries,121,121,579,0,True,v1
2022-12-21,S003,P0007,Groceries,552,116,0,436,True,v1
2022-12-22,S003,P0007,Groceries,436,148,0,288,True,v1
2022-12-23,S003,P0007,Groceries,288,175,0,113,True,v1
2022-12-24,S003,P0007,Groceries,692,97,0,595,True,v1
2022-12-25,S003,P0007,Groceries,595,113,534,482,True,v1
2022-12-26,S003,P0007,Groceries,482,90,0,392,True,v1
2022-12-27,S003,P0007,Groceries,392,108,0,284,True,v1
2022-12-28,S003,P0007,Groceries,284,151,0,133,True,v1
2022-12-29,S003,P0007,Groceries,667,101,0,566,True,v1
2022-12-30,S003,P0007,Groceries,566,109,472,457,True,v1
2022-12-31,S003,P0007,Groceries,457,164,0,293,True,v1
2023-01-01,S003,P0007,Groceries,293,125,0,168,True,v1
2023-01-02,S003,P0007,Groceries,168,135,0,33,True,v1
2023-01-03,S003,P0007,Groceries,505,91,0,414,True,v1
2023-01-04,S003,P0007,Groceries,414,110,588,304,True,v1
2023-01-05,S003,P0007,Groceries,304,130,0,174,True,v1
2023-01-06,S003,P0007,Groceries,174,123,0,51,True,v1
2023-01-07,S003,P0007,Groceries,51,51,0,0,True,v1
2023-01-08,S003,P0007,Groceries,588,137,821,451,True,v1
2023-01-09,S003,P0007,Groceries,451,149,0,302,True,v1
2023-01-10,S003,P0007,Groceries,302,157,0,145,True,v1
2023-01-11,S003,P0007,Groceries,145,145,0,0,True,v1
2023-01-12,S003,P0007,Groceries,821,140,0,681,True,v1
2023-01-13,S003,P0007,Groceries,681,138,0,543,True,v1
2023-01-14,S003,P0007,Groceries,543,136,597,407,True,v1
2023-01-15,S003,P0007,Groceries,407,140,0,267,True,v1
2023-01-16,S003,P0007,Groceries,267,77,0,190,True,v1
2023-01-17,S003,P0007,Groceries,190,81,0,109,True,v1
2023-01-18,S003,P0007,Groceries,706,61,0,645,True,v1
2023-01-19,S003,P0007,Groceries,645,46,0,599,True,v1
2023-01-20,S003,P0007,Groceries,599,159,527,440,True,v1
2023-01-21,S003,P0007,Groceries,440,150,0,290,True,v1
2023-01-22,S003,P0007,Groceries,290,107,0,183,True,v1
2023-01-23,S003,P0007,Groceries,183,105,0,78,True,v1
2023-01-24,S003,P0007,Groceries,605,40,0,565,True,v1
2023-01-25,S003,P0007,Groceries,565,72,0,493,True,v1
2023-01-26,S003,P0007,Groceries,493,157,609,336,True,v1
2023-01-27,S003,P0007,Groceries,336,190,0,146,True,v1
2023-01-28,S003,P0007,Groceries,146,80,0,66,True,v1
2023-01-29,S003,P0007,Groceries,66,47,0,19,True,v1
2023-01-30,S003,P0007,Groceries,628,56,0,572,True,v1
2023-01-31,S003,P0007,Groceries,572,80,0,492,True,v1
2023-02-01,S003,P0007,Groceries,492,94,451,398,True,v1
2023-02-02,S003,P0007,Groceries,398,58,0,340,True,v1
2023-02-03,S003,P0007,Groceries,340,53,0,287,True,v1
2023-02-04,S003,P0007,Groceries,287,81,0,206,True,v1
2023-02-05,S003,P0007,Groceries,657,110,0,547,True,v1
2023-02-06,S003,P0007,Groceries,547,35,0,512,True,v1
2023-02-07,S003,P0007,Groceries,512,47,0,465,True,v1
2023-02-08,S003,P0007,Groceries,465,86,0,379,True,v1
2023-02-09,S003,P0007,Groceries,379,71,301,308,True,v1
2023-02-10,S003,P0007,Groceries,308,42,0,266,True,v1
2023-02-11,S003,P0007,Groceries,266,37,0,229,True,v1
2023-02-12,S003,P0007,Groceries,229,86,0,143,True,v1
2023-02-13,S003,P0007,Groceries,444,96,514,348,True,v1
2023-02-14,S003,P0007,Groceries,348,100,0,248,True,v1
2023-02-15,S003,P0007,Groceries,248,36,0,212,True,v1
2023-02-16,S003,P0007,Groceries,212,84,0,128,True,v1
2023-02-17,S003,P0007,Groceries,642,124,0,518,True,v1
2023-02-18,S003,P0007,Groceries,518,42,0,476,True,v1
2023-02-19,S003,P0007,Groceries,476,59,0,417,True,v1
2023-02-20,S003,P0007,Groceries,417,72,0,345,True,v1
2023-02-21,S003,P0007,Groceries,345,56,0,289,True,v1
2023-02-22,S003,P0007,Groceries,289,94,491,195,True,v1
2023-02-23,S003,P0007,Groceries,195,109,0,86,True,v1
2023-02-24,S003,P0007,Groceries,86,68,0,18,True,v1
2023-02-25,S003,P0007,Groceries,18,18,0,0,True,v1
2023-02-26,S003,P0007,Groceries,491,38,0,453,True,v1
2023-02-27,S003,P0007,Groceries,453,94,407,359,True,v1
2023-02-28,S003,P0007,Groceries,359,30,0,329,True,v1
2023-03-01,S003,P0007,Groceries,329,108,622,221,True,v1
2023-03-02,S003,P0007,Groceries,221,142,0,79,True,v1
2023-03-03,S003,P0007,Groceries,486,114,0,372,True,v1
2023-03-04,S003,P0007,Groceries,372,90,0,282,True,v1
2023-03-05,S003,P0007,Groceries,904,53,0,851,True,v1
2023-03-06,S003,P0007,Groceries,851,189,0,662,True,v1
2023-03-07,S003,P0007,Groceries,662,55,0,607,True,v1
2023-03-08,S003,P0007,Groceries,607,101,0,506,True,v1
2023-03-09,S003,P0007,Groceries,506,95,628,411,True,v1
2023-03-10,S003,P0007,Groceries,411,85,0,326,True,v1
2023-03-11,S003,P0007,Groceries,326,93,0,233,True,v1
2023-03-12,S003,P0007,Groceries,233,136,0,97,True,v1
2023-03-13,S003,P0007,Groceries,725,42,0,683,True,v1
2023-03-14,S003,P0007,Groceries,683,100,0,583,True,v1
2023-03-15,S003,P0007,Groceries,583,111,731,472,True,v1
2023-03-16,S003,P0007,Groceries,472,165,0,307,True,v1
2023-03-17,S003,P0007,Groceries,307,85,0,222,True,v1
2023-03-18,S003,P0007,Groceries,222,184,0,38,True,v1
2023-03-19,S003,P0007,Groceries,769,110,0,659,True,v1
2023-03-20,S003,P0007,Groceries,659,39,0,620,True,v1
2023-03-21,S003,P0007,Groceries,620,88,620,532,True,v1
2023-03-22,S003,P0007,Groceries,532,78,0,454,True,v1
2023-03-23,S003,P0007,Groceries,454,136,0,318,True,v1
2023-03-24,S003,P0007,Groceries,318,72,0,246,True,v1
2023-03-25,S003,P0007,Groceries,866,95,0,771,True,v1
2023-03-26,S003,P0007,Groceries,771,91,0,680,True,v1
2023-03-27,S003,P0007,Groceries,680,126,0,554,True,v1
2023-03-28,S003,P0007,Groceries,554,138,743,416,True,v1
2023-03-29,S003,P0007,Groceries,416,70,0,346,True,v1
2023-03-30,S003,P0007,Groceries,346,111,0,235,True,v1
2023-03-31,S003,P0007,Groceries,235,124,0,111,True,v1
2023-04-01,S003,P0007,Groceries,854,146,0,708,True,v1
2023-04-02,S003,P0007,Groceries,708,139,0,569,True,v1
2023-04-03,S003,P0007,Groceries,569,178,647,391,True,v1
2023-04-04,S003,P0007,Groceries,391,106,0,285,True,v1
2023-04-05,S003,P0007,Groceries,285,109,0,176,True,v1
2023-04-06,S003,P0007,Groceries,176,176,0,0,True,v1
2023-04-07,S003,P0007,Groceries,647,56,0,591,True,v1
2023-04-08,S003,P0007,Groceries,591,112,0,479,True,v1
2023-04-09,S003,P0007,Groceries,479,77,492,402,True,v1
2023-04-10,S003,P0007,Groceries,402,224,0,178,True,v1
2023-04-11,S003,P0007,Groceries,178,178,789,0,True,v1
2023-04-12,S003,P0007,Groceries,0,0,0,0,True,v1
2023-04-13,S003,P0007,Groceries,492,64,0,428,True,v1
2023-04-14,S003,P0007,Groceries,428,47,0,381,True,v1
2023-04-15,S003,P0007,Groceries,1170,66,0,1104,True,v1
2023-04-16,S003,P0007,Groceries,1104,105,0,999,True,v1
2023-04-17,S003,P0007,Groceries,999,66,0,933,True,v1
2023-04-18,S003,P0007,Groceries,933,50,0,883,True,v1
2023-04-19,S003,P0007,Groceries,883,95,0,788,True,v1
2023-04-20,S003,P0007,Groceries,788,60,0,728,True,v1
2023-04-21,S003,P0007,Groceries,728,78,0,650,True,v1
2023-04-22,S003,P0007,Groceries,650,61,0,589,True,v1
2023-04-23,S003,P0007,Groceries,589,101,0,488,True,v1
2023-04-24,S003,P0007,Groceries,488,90,458,398,True,v1
2023-04-25,S003,P0007,Groceries,398,87,0,311,True,v1
2023-04-26,S003,P0007,Groceries,311,137,0,174,True,v1
2023-04-27,S003,P0007,Groceries,174,74,0,100,True,v1
2023-04-28,S003,P0007,Groceries,558,89,0,469,True,v1
2023-04-29,S003,P0007,Groceries,469,53,0,416,True,v1
2023-04-30,S003,P0007,Groceries,416,73,0,343,True,v1
2023-05-01,S003,P0007,Groceries,343,106,461,237,True,v1
2023-05-02,S003,P0007,Groceries,237,106,0,131,True,v1
2023-05-03,S003,P0007,Groceries,131,55,0,76,True,v1
2023-05-04,S003,P0007,Groceries,76,45,0,31,True,v1
2023-05-05,S003,P0007,Groceries,492,89,0,403,True,v1
2023-05-06,S003,P0007,Groceries,403,81,364,322,True,v1
2023-05-07,S003,P0007,Groceries,322,44,0,278,True,v1
2023-05-08,S003,P0007,Groceries,278,69,0,209,True,v1
2023-05-09,S003,P0007,Groceries,209,37,0,172,True,v1
2023-05-10,S003,P0007,Groceries,536,48,0,488,True,v1
2023-05-11,S003,P0007,Groceries,488,79,458,409,True,v1
2023-05-12,S003,P0007,Groceries,409,99,0,310,True,v1
2023-05-13,S003,P0007,Groceries,310,85,0,225,True,v1
2023-05-14,S003,P0007,Groceries,225,105,0,120,True,v1
2023-05-15,S003,P0007,Groceries,578,140,477,438,True,v1
2023-05-16,S003,P0007,Groceries,438,118,0,320,True,v1
2023-05-17,S003,P0007,Groceries,320,85,0,235,True,v1
2023-05-18,S003,P0007,Groceries,235,75,0,160,True,v1
2023-05-19,S003,P0007,Groceries,637,81,0,556,True,v1
2023-05-20,S003,P0007,Groceries,556,120,0,436,True,v1
2023-05-21,S003,P0007,Groceries,436,83,585,353,True,v1
2023-05-22,S003,P0007,Groceries,353,110,0,243,True,v1
2023-05-23,S003,P0007,Groceries,243,71,0,172,True,v1
2023-05-24,S003,P0007,Groceries,172,74,0,98,True,v1
2023-05-25,S003,P0007,Groceries,683,77,0,606,True,v1
2023-05-26,S003,P0007,Groceries,606,56,0,550,True,v1
2023-05-27,S003,P0007,Groceries,550,89,0,461,True,v1
2023-05-28,S003,P0007,Groceries,461,67,0,394,True,v1
2023-05-29,S003,P0007,Groceries,394,130,730,264,True,v1
2023-05-30,S003,P0007,Groceries,264,84,0,180,True,v1
2023-05-31,S003,P0007,Groceries,180,95,0,85,True,v1
2023-06-01,S003,P0007,Groceries,85,85,0,0,True,v1
2023-06-02,S003,P0007,Groceries,730,54,0,676,True,v1
2023-06-03,S003,P0007,Groceries,676,203,888,473,True,v1
2023-06-04,S003,P0007,Groceries,473,193,0,280,True,v1
2023-06-05,S003,P0007,Groceries,280,170,0,110,True,v1
2023-06-06,S003,P0007,Groceries,110,89,0,21,True,v1
2023-06-07,S003,P0007,Groceries,909,131,0,778,True,v1
2023-06-08,S003,P0007,Groceries,778,111,0,667,True,v1
2023-06-09,S003,P0007,Groceries,667,189,856,478,True,v1
2023-06-10,S003,P0007,Groceries,478,148,0,330,True,v1
2023-06-11,S003,P0007,Groceries,330,138,0,192,True,v1
2023-06-12,S003,P0007,Groceries,192,183,0,9,True,v1
2023-06-13,S003,P0007,Groceries,865,22,0,843,True,v1
2023-06-14,S003,P0007,Groceries,843,36,0,807,True,v1
2023-06-15,S003,P0007,Groceries,807,158,1047,649,True,v1
2023-06-16,S003,P0007,Groceries,649,130,0,519,True,v1
2023-06-17,S003,P0007,Groceries,519,50,0,469,True,v1
2023-06-18,S003,P0007,Groceries,469,90,0,379,True,v1
2023-06-19,S003,P0007,Groceries,1426,140,0,1286,True,v1
2023-06-20,S003,P0007,Groceries,1286,311,0,975,True,v1
2023-06-21,S003,P0007,Groceries,975,85,0,890,True,v1
2023-06-22,S003,P0007,Groceries,890,112,0,778,True,v1
2023-06-23,S003,P0007,Groceries,778,66,0,712,True,v1
2023-06-24,S003,P0007,Groceries,712,98,0,614,True,v1
2023-06-25,S003,P0007,Groceries,614,308,1036,306,True,v1
2023-06-26,S003,P0007,Groceries,306,173,0,133,True,v1
2023-06-27,S003,P0007,Groceries,133,81,0,52,True,v1
2023-06-28,S003,P0007,Groceries,52,52,0,0,True,v1
2023-06-29,S003,P0007,Groceries,1036,85,0,951,True,v1
2023-06-30,S003,P0007,Groceries,951,61,0,890,True,v1
2023-07-01,S003,P0007,Groceries,890,59,0,831,True,v1
2023-07-02,S003,P0007,Groceries,831,43,0,788,True,v1
2023-07-03,S003,P0007,Groceries,788,118,0,670,True,v1
2023-07-04,S003,P0007,Groceries,670,214,847,456,True,v1
2023-07-05,S003,P0007,Groceries,456,126,0,330,True,v1
2023-07-06,S003,P0007,Groceries,330,119,0,211,True,v1
2023-07-07,S003,P0007,Groceries,211,166,0,45,True,v1
2023-07-08,S003,P0007,Groceries,892,162,995,730,True,v1
2023-07-09,S003,P0007,Groceries,730,180,0,550,True,v1
2023-07-10,S003,P0007,Groceries,550,159,0,391,True,v1
2023-07-11,S003,P0007,Groceries,391,112,0,279,True,v1
2023-07-12,S003,P0007,Groceries,1274,165,0,1109,True,v1
2023-07-13,S003,P0007,Groceries,1109,163,0,946,True,v1
2023-07-14,S003,P0007,Groceries,946,199,0,747,True,v1
2023-07-15,S003,P0007,Groceries,747,91,0,656,True,v1
2023-07-16,S003,P0007,Groceries,656,160,834,496,True,v1
2023-07-17,S003,P0007,Groceries,496,71,0,425,True,v1
2023-07-18,S003,P0007,Groceries,425,175,0,250,True,v1
2023-07-19,S003,P0007,Groceries,250,218,0,32,True,v1
2023-07-20,S003,P0007,Groceries,866,55,0,811,True,v1
2023-07-21,S003,P0007,Groceries,811,83,0,728,True,v1
2023-07-22,S003,P0007,Groceries,728,161,859,567,True,v1
2023-07-23,S003,P0007,Groceries,567,136,0,431,True,v1
2023-07-24,S003,P0007,Groceries,431,148,0,283,True,v1
2023-07-25,S003,P0007,Groceries,283,183,0,100,True,v1
2023-07-26,S003,P0007,Groceries,959,33,0,926,True,v1
2023-07-27,S003,P0007,Groceries,926,53,0,873,True,v1
2023-07-28,S003,P0007,Groceries,873,118,0,755,True,v1
2023-07-29,S003,P0007,Groceries,755,95,0,660,True,v1
2023-07-30,S003,P0007,Groceries,660,131,0,529,True,v1
2023-07-31,S003,P0007,Groceries,529,138,691,391,True,v1
2023-08-01,S003,P0007,Groceries,391,190,0,201,True,v1
2023-08-02,S003,P0007,Groceries,201,169,0,32,True,v1
2023-08-03,S003,P0007,Groceries,32,32,0,0,True,v1
2023-08-04,S003,P0007,Groceries,691,58,0,633,True,v1
2023-08-05,S003,P0007,Groceries,633,72,0,561,True,v1
2023-08-06,S003,P0007,Groceries,561,156,610,405,True,v1
2023-08-07,S003,P0007,Groceries,405,65,0,340,True,v1
2023-08-08,S003,P0007,Groceries,340,98,0,242,True,v1
2023-08-09,S003,P0007,Groceries,242,119,0,123,True,v1
2023-08-10,S003,P0007,Groceries,733,289,1134,444,True,v1
2023-08-11,S003,P0007,Groceries,444,221,0,223,True,v1
2023-08-12,S003,P0007,Groceries,223,128,0,95,True,v1
2023-08-13,S003,P0007,Groceries,95,95,0,0,True,v1
2023-08-14,S003,P0007,Groceries,1134,156,0,978,True,v1
2023-08-15,S003,P0007,Groceries,978,42,0,936,True,v1
2023-08-16,S003,P0007,Groceries,936,174,920,762,True,v1
2023-08-17,S003,P0007,Groceries,762,136,0,626,True,v1
2023-08-18,S003,P0007,Groceries,626,54,0,572,True,v1
2023-08-19,S003,P0007,Groceries,572,87,0,485,True,v1
2023-08-20,S003,P0007,Groceries,1405,127,0,1278,True,v1
2023-08-21,S003,P0007,Groceries,1278,126,0,1152,True,v1
2023-08-22,S003,P0007,Groceries,1152,200,0,952,True,v1
2023-08-23,S003,P0007,Groceries,952,143,817,809,True,v1
2023-08-24,S003,P0007,Groceries,809,155,0,654,True,v1
2023-08-25,S003,P0007,Groceries,654,153,0,501,True,v1
2023-08-26,S003,P0007,Groceries,501,107,0,394,True,v1
2023-08-27,S003,P0007,Groceries,1211,200,0,1011,True,v1
2023-08-28,S003,P0007,Groceries,1011,158,0,853,True,v1
2023-08-29,S003,P0007,Groceries,853,99,0,754,True,v1
2023-08-30,S003,P0007,Groceries,754,106,700,648,True,v1
2023-08-31,S003,P0007,Groceries,648,97,0,551,True,v1
2023-09-01,S003,P0007,Groceries,551,102,0,449,True,v1
2023-09-02,S003,P0007,Groceries,449,118,0,331,True,v1
2023-09-03,S003,P0007,Groceries,1031,97,0,934,True,v1
2023-09-04,S003,P0007,Groceries,934,58,0,876,True,v1
2023-09-05,S003,P0007,Groceries,876,101,0,775,True,v1
2023-09-06,S003,P0007,Groceries,775,110,0,665,True,v1
2023-09-07,S003,P0007,Groceries,665,112,0,553,True,v1
2023-09-08,S003,P0007,Groceries,553,210,934,343,True,v1
2023-09-09,S003,P0007,Groceries,343,156,0,187,True,v1
2023-09-10,S003,P0007,Groceries,187,91,0,96,True,v1
2023-09-11,S003,P0007,Groceries,96,96,0,0,True,v1
2023-09-12,S003,P0007,Groceries,934,116,0,818,True,v1
2023-09-13,S003,P0007,Groceries,818,75,0,743,True,v1
2023-09-14,S003,P0007,Groceries,743,86,0,657,True,v1
2023-09-15,S003,P0007,Groceries,657,109,0,548,True,v1
2023-09-16,S003,P0007,Groceries,548,64,0,484,True,v1
2023-09-17,S003,P0007,Groceries,484,165,721,319,True,v1
2023-09-18,S003,P0007,Groceries,319,102,0,217,True,v1
2023-09-19,S003,P0007,Groceries,217,165,0,52,True,v1
2023-09-20,S003,P0007,Groceries,52,52,0,0,True,v1
2023-09-21,S003,P0007,Groceries,721,112,0,609,True,v1
2023-09-22,S003,P0007,Groceries,609,138,464,471,True,v1
2023-09-23,S003,P0007,Groceries,471,140,0,331,True,v1
2023-09-24,S003,P0007,Groceries,331,87,0,244,True,v1
2023-09-25,S003,P0007,Groceries,244,135,0,109,True,v1
2023-09-26,S003,P0007,Groceries,573,59,0,514,True,v1
2023-09-27,S003,P0007,Groceries,514,73,0,441,True,v1
2023-09-28,S003,P0007,Groceries,441,53,0,388,True,v1
2023-09-29,S003,P0007,Groceries,388,64,0,324,True,v1
2023-09-30,S003,P0007,Groceries,324,143,868,181,True,v1
2023-10-01,S003,P0007,Groceries,181,181,0,0,True,v1
2023-10-02,S003,P0007,Groceries,0,0,0,0,True,v1
2023-10-03,S003,P0007,Groceries,0,0,0,0,True,v1
2023-10-04,S003,P0007,Groceries,868,117,0,751,True,v1
2023-10-05,S003,P0007,Groceries,751,98,0,653,True,v1
2023-10-06,S003,P0007,Groceries,653,146,830,507,True,v1
2023-10-07,S003,P0007,Groceries,507,45,0,462,True,v1
2023-10-08,S003,P0007,Groceries,462,60,0,402,True,v1
2023-10-09,S003,P0007,Groceries,402,116,0,286,True,v1
2023-10-10,S003,P0007,Groceries,1116,46,0,1070,True,v1
2023-10-11,S003,P0007,Groceries,1070,101,0,969,True,v1
2023-10-12,S003,P0007,Groceries,969,70,0,899,True,v1
2023-10-13,S003,P0007,Groceries,899,61,0,838,True,v1
2023-10-14,S003,P0007,Groceries,838,36,0,802,True,v1
2023-10-15,S003,P0007,Groceries,802,48,0,754,True,v1
2023-10-16,S003,P0007,Groceries,754,54,0,700,True,v1
2023-10-17,S003,P0007,Groceries,700,54,0,646,True,v1
2023-10-18,S003,P0007,Groceries,646,85,0,561,True,v1
2023-10-19,S003,P0007,Groceries,561,31,0,530,True,v1
2023-10-20,S003,P0007,Groceries,530,22,0,508,True,v1
2023-10-21,S003,P0007,Groceries,508,68,511,440,True,v1
2023-10-22,S003,P0007,Groceries,440,50,0,390,True,v1
2023-10-23,S003,P0007,Groceries,390,21,0,369,True,v1
2023-10-24,S003,P0007,Groceries,369,91,0,278,True,v1
2023-10-25,S003,P0007,Groceries,789,141,606,648,True,v1
2023-10-26,S003,P0007,Groceries,648,113,0,535,True,v1
2023-10-27,S003,P0007,Groceries,535,152,0,383,True,v1
2023-10-28,S003,P0007,Groceries,383,125,0,258,True,v1
2023-10-29,S003,P0007,Groceries,864,127,844,737,True,v1
2023-10-30,S003,P0007,Groceries,737,62,0,675,True,v1
2023-10-31,S003,P0007,Groceries,675,69,0,606,True,v1
2023-11-01,S003,P0007,Groceries,606,107,0,499,True,v1
2023-11-02,S003,P0007,Groceries,1343,179,0,1164,True,v1
