as_of_date,store_id,product_id,category,inventory_date,current_inventory,in_transit_inventory,lead_time_days,effective_lead_time_days,forecast_during_lead_time,forecast_7d_total,safety_stock,error_std,avg_daily_units_sold,coverage_days,inventory_status,suggested_replenishment,forecast_status,recommendation_status,message,data_version,model_version,calculated_at
2024-01-10,S003,P0001,Toys,2024-01-10,57,0,1,1,34.5,232.2,119.7,51.38126008136184,69.81,0.8,critical,98,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0001,Toys,2024-01-11,146,0,1,1,39.1,280.4,128.3,55.06569944063381,70.59,2.1,low,22,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0001,Toys,2024-01-12,0,0,1,1,50.9,352.5,131.8,56.5567494796429,72.07,0.0,critical,183,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0001,Toys,2024-01-13,228,0,1,1,60.1,407.0,127.6,54.76262981041385,73.3,3.1,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0001,Toys,2024-01-14,89,0,1,1,63.8,465.3,124.8,53.54380252083048,74.62,1.2,critical,100,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0001,Toys,2024-01-15,7,0,1,1,71.7,473.6,122.1,52.39227225212365,75.09,0.1,critical,187,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0001,Toys,2024-01-16,125,0,1,1,60.5,486.8,119.7,51.3819191833643,76.03,1.6,critical,56,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0001,Toys,2024-01-17,62,0,1,1,72.2,493.8,117.0,50.19729387504129,76.2,0.8,critical,128,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0001,Toys,2024-01-18,0,0,1,1,72.6,497.0,117.2,50.284862871934756,76.41,0.0,critical,190,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0001,Toys,2024-01-19,122,0,1,1,74.5,499.3,115.0,49.33962384383294,76.96,1.6,critical,68,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0001,Toys,2024-01-20,85,0,1,1,68.7,459.0,113.8,48.85653500418101,77.12,1.1,critical,98,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0001,Toys,2024-01-21,289,0,1,1,57.1,415.9,111.5,47.83813856991626,77.48,3.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0001,Toys,2024-01-22,169,0,1,1,67.7,450.7,109.2,46.88799618851674,78.72,2.1,low,8,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0001,Toys,2024-01-23,105,0,1,1,56.9,438.9,107.1,45.97772629517251,78.19,1.3,critical,60,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0001,Toys,2024-01-24,30,0,1,1,65.7,443.5,105.2,45.16532404839686,79.02,0.4,critical,141,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0001,Toys,2024-01-25,115,0,1,1,66.3,473.8,103.4,44.3916060154423,78.68,1.5,critical,55,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0001,Toys,2024-01-26,47,0,1,1,65.1,455.7,102.9,44.173015024186846,78.52,0.6,critical,122,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0001,Toys,2024-01-27,116,0,1,1,66.9,470.8,103.3,44.3226749727657,78.53,1.5,critical,55,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S003,P0001,Toys,2024-01-28,0,0,1,1,68.1,486.9,103.3,44.3226749727657,78.36,0.0,critical,172,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S003,P0001,Toys,2024-01-29,207,0,1,1,65.0,431.1,103.3,44.3226749727657,77.68,2.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S003,P0001,Toys,2024-01-30,140,0,1,1,53.1,416.8,103.3,44.3226749727657,77.73,1.8,critical,17,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0002,Groceries,2023-12-28,380,491,2,2,133.1,509.2,3.3,1.0,95.56,9.1,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0002,Groceries,2023-12-29,326,0,2,2,134.8,483.4,50.8,15.415462341739197,95.24,3.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0002,Groceries,2023-12-30,745,0,2,2,138.0,473.4,85.2,25.84224827598711,94.44,7.9,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0002,Groceries,2023-12-31,701,0,2,2,125.9,444.2,69.8,21.186787143388283,93.89,7.5,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0002,Groceries,2024-01-01,608,0,2,2,129.2,424.7,77.2,23.442743749883977,93.99,6.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0002,Groceries,2024-01-02,540,0,2,2,121.6,396.0,69.4,21.067049842752773,93.37,5.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0002,Groceries,2024-01-03,449,0,2,2,107.9,396.0,63.9,19.404877483531514,93.16,4.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0002,Groceries,2024-01-04,387,0,2,2,97.9,374.6,59.2,17.968025499502954,92.92,4.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0002,Groceries,2024-01-05,323,0,2,2,104.1,372.4,62.7,19.024892530431448,93.07,3.5,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0002,Groceries,2024-01-06,261,0,2,2,107.4,365.0,76.0,23.0766913041162,92.53,2.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0002,Groceries,2024-01-07,227,257,2,2,96.4,338.4,72.2,21.90629992386356,92.03,5.3,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0002,Groceries,2024-01-08,127,0,2,2,109.6,353.7,69.2,20.9899651817637,92.59,1.4,critical,52,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0002,Groceries,2024-01-09,315,0,2,2,110.3,357.1,112.8,34.24653026659653,92.88,3.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0002,Groceries,2024-01-10,251,0,2,2,93.2,342.0,111.9,33.96766114992444,92.93,2.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0002,Groceries,2024-01-11,95,274,2,2,108.1,404.0,108.6,32.94407338060353,93.86,3.9,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0002,Groceries,2024-01-12,0,0,2,2,119.9,427.6,106.7,32.374348706502204,93.87,0.0,critical,227,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0002,Groceries,2024-01-13,182,367,2,2,129.9,445.5,104.7,31.787840566675403,93.76,5.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0002,Groceries,2024-01-14,75,0,2,2,138.3,491.3,103.1,31.28844729697962,93.98,0.8,critical,167,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0002,Groceries,2024-01-15,382,0,2,2,138.0,468.9,102.7,31.16671027501999,93.17,4.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0002,Groceries,2024-01-16,262,0,2,2,155.3,512.4,101.6,30.818514229534376,93.77,2.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0002,Groceries,2024-01-17,202,479,2,2,143.3,518.8,101.4,30.76055055775088,94.0,7.2,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0002,Groceries,2024-01-18,140,0,2,2,128.0,471.6,105.8,32.11419053203454,93.68,1.5,critical,94,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0002,Groceries,2024-01-19,558,0,2,2,135.4,468.1,106.7,32.388539819249466,93.82,5.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0002,Groceries,2024-01-20,417,0,2,2,148.7,514.9,104.7,31.77907533957612,95.0,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0002,Groceries,2024-01-21,370,0,2,2,136.6,485.0,103.9,31.519425826878642,94.72,3.9,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0002,Groceries,2024-01-22,267,0,2,2,149.6,512.3,104.4,31.689372574952813,95.3,2.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0002,Groceries,2024-01-23,200,307,2,2,144.7,490.4,102.4,31.077044638805116,94.87,5.3,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0002,Groceries,2024-01-24,73,0,2,2,144.1,526.4,104.8,31.798634135603685,94.67,0.8,critical,176,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0002,Groceries,2024-01-25,299,0,2,2,143.1,525.6,104.2,31.62912190755581,94.39,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0002,Groceries,2024-01-26,253,0,2,2,149.0,514.3,102.4,31.08207539091081,93.89,2.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0002,Groceries,2024-01-27,186,0,2,2,136.5,467.2,100.8,30.598736104735487,93.33,2.0,critical,52,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S003,P0002,Groceries,2024-01-28,93,324,2,2,138.4,483.7,100.8,30.598736104735487,93.66,4.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S003,P0002,Groceries,2024-01-29,3,0,2,2,141.6,479.7,100.8,30.598736104735487,92.88,0.0,critical,240,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S003,P0002,Groceries,2024-01-30,216,289,2,2,147.9,493.8,100.8,30.598736104735487,93.16,5.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0003,Electronics,2023-12-28,47,0,0,1,62.6,447.3,2.3,1.0,94.49,0.5,critical,18,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0003,Electronics,2023-12-29,20,0,0,1,72.9,471.3,39.4,16.88858373325997,94.26,0.2,critical,93,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0003,Electronics,2023-12-30,63,0,0,1,64.6,429.6,33.7,14.4599934906278,93.73,0.7,critical,36,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0003,Electronics,2023-12-31,59,0,0,1,60.2,416.8,35.8,15.359514232008506,93.34,0.6,critical,37,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0003,Electronics,2024-01-01,98,0,0,1,46.7,329.2,54.4,23.357113036931054,92.93,1.1,critical,4,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0003,Electronics,2024-01-02,124,0,0,1,49.2,310.6,50.3,21.581766417919287,91.81,1.4,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0003,Electronics,2024-01-03,50,0,0,1,44.9,308.0,45.9,19.716132356830308,91.71,0.5,critical,41,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0003,Electronics,2024-01-04,96,0,0,1,38.8,292.5,76.6,32.86467845880834,90.0,1.1,critical,20,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0003,Electronics,2024-01-05,57,0,0,1,44.2,287.0,72.8,31.22353176556458,90.11,0.6,critical,60,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0003,Electronics,2024-01-06,6,0,0,1,43.0,302.9,74.3,31.898294496533786,90.83,0.1,critical,112,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0003,Electronics,2024-01-07,75,0,0,1,40.7,287.8,75.4,32.36130814487183,90.14,0.8,critical,42,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0003,Electronics,2024-01-08,46,0,0,1,40.9,294.9,99.0,42.476717189117096,90.61,0.5,critical,94,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0003,Electronics,2024-01-09,50,0,0,1,49.7,320.1,97.5,41.841400313983726,91.0,0.5,critical,98,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0003,Electronics,2024-01-10,6,0,0,1,54.9,384.2,94.9,40.7253622668591,92.1,0.1,critical,144,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0003,Electronics,2024-01-11,63,0,0,1,54.9,424.5,98.4,42.22691588601701,92.7,0.7,critical,91,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0003,Electronics,2024-01-12,116,0,0,1,71.3,464.5,100.8,43.26195782555151,93.07,1.2,critical,57,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0003,Electronics,2024-01-13,100,0,0,1,57.2,417.8,98.1,42.091080112269985,92.76,1.1,critical,56,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0003,Electronics,2024-01-14,77,0,0,1,58.5,406.7,95.7,41.06096122925643,92.58,0.8,critical,78,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0003,Electronics,2024-01-15,41,0,0,1,59.0,424.1,95.7,41.06868826528968,93.0,0.4,critical,114,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0003,Electronics,2024-01-16,26,0,0,1,69.4,437.4,93.1,39.97337838551967,93.16,0.3,critical,137,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0003,Electronics,2024-01-17,111,0,0,1,53.7,374.0,91.1,39.118729571667565,92.61,1.2,critical,34,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0003,Electronics,2024-01-18,42,0,0,1,50.1,373.0,89.0,38.21809242886985,92.84,0.5,critical,98,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0003,Electronics,2024-01-19,72,0,0,1,51.3,344.7,89.0,38.211935418242724,93.13,0.8,critical,69,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0003,Electronics,2024-01-20,66,0,0,1,51.2,374.8,88.5,37.984325951292874,93.23,0.7,critical,74,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0003,Electronics,2024-01-21,95,0,0,1,55.2,371.1,88.5,37.97656091236858,92.3,1.0,critical,49,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0003,Electronics,2024-01-22,0,0,0,1,54.5,381.2,89.7,38.4800994735353,92.78,0.0,critical,145,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0003,Electronics,2024-01-23,0,0,0,1,60.4,392.0,90.5,38.831672162507076,92.7,0.0,critical,151,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0003,Electronics,2024-01-24,7,0,0,1,63.9,438.1,89.0,38.19015779926123,92.08,0.1,critical,146,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0003,Electronics,2024-01-25,94,0,0,1,59.8,464.2,87.4,37.51265673524566,91.96,1.0,critical,54,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0003,Electronics,2024-01-26,0,0,0,1,71.7,482.6,86.7,37.218907962632805,92.13,0.0,critical,159,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0003,Electronics,2024-01-27,15,0,0,1,64.0,499.5,85.3,36.59333694441443,91.79,0.2,critical,135,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S003,P0003,Electronics,2024-01-28,0,0,0,1,78.1,532.9,85.3,36.59333694441443,92.1,0.0,critical,164,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S003,P0003,Electronics,2024-01-29,95,0,0,1,76.0,536.7,85.3,36.59333694441443,92.0,1.0,critical,67,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S003,P0003,Electronics,2024-01-30,4,0,0,1,79.7,538.9,85.3,36.59333694441443,91.53,0.0,critical,161,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0004,Groceries,2023-12-28,416,0,2,2,209.5,653.7,3.3,1.0,102.43,4.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0004,Groceries,2023-12-29,349,0,2,2,166.0,573.9,33.1,10.046621104029725,101.99,3.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0004,Groceries,2023-12-30,292,0,2,2,145.1,531.4,39.5,11.989994188576533,101.73,2.9,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0004,Groceries,2023-12-31,251,0,2,2,136.4,483.1,112.5,34.12838255985138,100.69,2.5,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0004,Groceries,2024-01-01,193,0,2,2,114.0,401.9,106.5,32.32138997713569,100.66,1.9,critical,28,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0004,Groceries,2024-01-02,85,0,2,2,117.8,423.1,116.8,35.444516253719755,100.2,0.8,critical,150,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0004,Groceries,2024-01-03,13,382,2,2,122.6,415.5,109.4,33.20312318175813,100.67,3.9,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0004,Groceries,2024-01-04,0,0,2,2,118.1,371.1,125.1,37.97609839927035,100.11,0.0,critical,244,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0004,Groceries,2024-01-05,312,0,2,2,101.9,363.8,135.6,41.15664191001573,100.31,3.1,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0004,Groceries,2024-01-06,213,0,2,2,100.7,372.9,127.9,38.80290543004534,100.99,2.1,low,16,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0004,Groceries,2024-01-07,101,395,2,2,112.9,401.6,121.3,36.813929541823505,101.64,4.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0004,Groceries,2024-01-08,45,0,2,2,112.6,396.2,115.9,35.16225184994315,101.09,0.4,critical,184,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0004,Groceries,2024-01-09,376,0,2,2,102.7,371.9,187.2,56.79882419463431,101.07,3.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0004,Groceries,2024-01-10,327,0,2,2,107.1,363.5,181.3,55.01649486711219,101.27,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0004,Groceries,2024-01-11,98,0,2,2,154.8,494.7,188.5,57.21250603165523,102.84,1.0,critical,246,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0004,Groceries,2024-01-12,0,792,2,2,145.4,515.2,208.2,63.188478615408144,103.09,7.7,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0004,Groceries,2024-01-13,0,0,2,2,125.2,455.3,203.4,61.737245516475454,102.22,0.0,critical,329,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0004,Groceries,2024-01-14,585,0,2,2,150.9,538.0,197.4,59.90210726522887,103.8,5.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0004,Groceries,2024-01-15,466,0,2,2,160.8,575.3,193.0,58.561060360054945,103.58,4.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0004,Groceries,2024-01-16,364,0,2,2,166.4,592.9,187.8,57.00134561197034,103.14,3.5,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0004,Groceries,2024-01-17,288,0,2,2,185.4,608.4,183.4,55.64732211990143,103.63,2.8,low,81,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0004,Groceries,2024-01-18,168,0,2,2,170.8,574.4,179.7,54.52936355758668,103.89,1.6,critical,183,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0004,Groceries,2024-01-19,79,528,2,2,157.5,562.4,175.6,53.28420452900141,104.49,5.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0004,Groceries,2024-01-20,0,0,2,2,174.4,606.4,173.3,52.59669859866938,104.0,0.0,critical,348,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0004,Groceries,2024-01-21,432,0,2,2,159.8,561.9,170.6,51.7692823008639,104.26,4.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0004,Groceries,2024-01-22,292,0,2,2,163.6,585.8,167.1,50.72538900589205,105.09,2.8,low,39,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0004,Groceries,2024-01-23,220,477,2,2,162.8,577.3,165.1,50.10149903726699,105.06,6.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0004,Groceries,2024-01-24,114,0,2,2,179.3,606.1,163.0,49.46816052959852,103.73,1.1,critical,229,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0004,Groceries,2024-01-25,452,0,2,2,173.6,611.0,161.1,48.887212176734955,104.89,4.3,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0004,Groceries,2024-01-26,320,0,2,2,175.1,629.7,158.6,48.135032594575016,105.46,3.0,low,14,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0004,Groceries,2024-01-27,239,523,2,2,184.8,649.8,156.9,47.602936082598774,104.84,7.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S003,P0004,Groceries,2024-01-28,111,0,2,2,180.9,647.3,156.9,47.602936082598774,105.34,1.1,critical,227,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S003,P0004,Groceries,2024-01-29,552,0,2,2,165.0,607.4,156.9,47.602936082598774,105.51,5.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S003,P0004,Groceries,2024-01-30,463,0,2,2,173.6,607.4,156.9,47.602936082598774,105.54,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0005,Toys,2023-12-28,300,786,3,3,184.1,386.4,4.0,1.0,75.97,14.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0005,Toys,2023-12-29,272,0,3,3,162.4,345.1,9.2,2.2710812583371673,75.48,3.6,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0005,Toys,2023-12-30,1034,0,3,3,139.7,311.3,27.8,6.885359522372139,74.86,13.8,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0005,Toys,2023-12-31,1024,0,3,3,120.2,285.3,45.0,11.149182124125995,74.16,13.8,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0005,Toys,2024-01-01,1006,0,3,3,100.3,242.2,88.6,21.941860018329383,73.21,13.7,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0005,Toys,2024-01-02,984,0,3,3,97.3,232.4,84.5,20.938455033172225,72.27,13.6,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0005,Toys,2024-01-03,934,0,3,3,106.1,234.0,77.2,19.123531210431064,71.59,13.0,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0005,Toys,2024-01-04,901,0,3,3,103.0,230.2,80.8,20.017287671574916,71.18,12.7,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0005,Toys,2024-01-05,882,0,3,3,96.5,217.4,77.5,19.19865187476425,71.21,12.4,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0005,Toys,2024-01-06,841,0,3,3,89.3,208.0,73.5,18.20472838033223,71.26,11.8,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0005,Toys,2024-01-07,836,0,3,3,79.9,192.4,69.8,17.291474081114284,70.98,11.8,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0005,Toys,2024-01-08,815,0,3,3,77.2,186.2,157.9,39.131980538642104,71.01,11.5,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0005,Toys,2024-01-09,803,0,3,3,72.8,173.1,176.2,43.65096347386752,70.76,11.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0005,Toys,2024-01-10,667,0,3,3,93.2,208.4,190.4,47.1832221242692,72.14,9.2,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
